searchedName,usageKey,canonicalName,formattedName,rank,family,family_key,genus,genus_key,species,species_key,confidence,matchType
Trillium albidum,2742259,Trillium albidum,<i>Trillium</i> <i>albidum</i> J.D.Freeman,SPECIES,Melanthiaceae,7700,Trillium,2742182,Trillium albidum,2742259,100,EXACT
Physalis angulata,5341792,Physalis angulata,<i>Physalis</i> <i>angulata</i> L.,SPECIES,Solanaceae,7717,Physalis,2928907,Physalis angulata,5341792,99,EXACT
Lilium grayi,2753369,Lilium grayi,<i>Lilium</i> <i>grayi</i> S.Watson,SPECIES,Liliaceae,7699,Lilium,2752977,Lilium grayi,2753369,100,EXACT
Allium fimbriatum,2856831,Allium fimbriatum,<i>Allium</i> <i>fimbriatum</i> S.Watson,SPECIES,Amaryllidaceae,7682,Allium,9624496,Allium fimbriatum,2856831,99,EXACT
Acer negundo negundo,6359254,Acer negundo negundo,<i>Acer</i> <i>negundo</i> subsp. <i>negundo</i>,SUBSPECIES,Sapindaceae,6657,Acer,3189834,Acer negundo,3189866,85,EXACT
Monarda citriodora citriodora,7226104,Monarda citriodora citriodora,<i>Monarda</i> <i>citriodora</i> var. <i>citriodora</i>,VARIETY,Lamiaceae,2497,Monarda,2926838,Monarda citriodora,5341423,85,EXACT
Allium siculum,2856204,Allium siculum,<i>Allium</i> <i>siculum</i> Ucria,SPECIES,Amaryllidaceae,7682,Allium,9624496,Allium siculum,2856204,100,EXACT
Crataegus iracunda,3013529,Crataegus iracunda,<i>Crataegus</i> <i>iracunda</i> Beadle,SPECIES,Rosaceae,5015,Crataegus,3013395,Crataegus iracunda,3013529,100,EXACT
Pinus muricata,5285595,Pinus muricata,<i>Pinus</i> <i>muricata</i> D.Don,SPECIES,Pinaceae,3925,Pinus,2684241,Pinus muricata,5285595,99,EXACT
Monarda bradburiana,5341418,Monarda bradburiana,<i>Monarda</i> <i>bradburiana</i> Beck,SPECIES,Lamiaceae,2497,Monarda,2926838,Monarda bradburiana,5341418,100,EXACT
Trillium angustipetalum,2742317,Trillium angustipetalum,<i>Trillium</i> <i>angustipetalum</i> (Torr.) J.D.Freeman,SPECIES,Melanthiaceae,7700,Trillium,2742182,Trillium angustipetalum,2742317,100,EXACT
Quercus × eplingii,2880752,Quercus eplingii,<i>Quercus</i> × <i>eplingii</i> C.H.Mull.,SPECIES,Fagaceae,4689,Quercus,2877951,Quercus eplingii,2880752,100,EXACT
Ambrosia trifida trifida,10557076,Ambrosia trifida trifida,<i>Ambrosia</i> <i>trifida</i> var. <i>trifida</i>,VARIETY,Asteraceae,3065,Ambrosia,3110576,Ambrosia trifida,3110588,85,EXACT
Ribes roezlii cruentum,4272246,Ribes roezlii cruentum,<i>Ribes</i> <i>roezlii</i> var. <i>cruentum</i> (Greene) Rehder,VARIETY,Grossulariaceae,2403,Ribes,2986095,Ribes cruentum,2986096,88,EXACT
Monarda austroappalachiana,9394845,Monarda austroappalachiana,<i>Monarda</i> <i>austroappalachiana</i> Floden,SPECIES,Lamiaceae,2497,Monarda,2926838,Monarda austroappalachiana,9394845,100,EXACT
Silphium terebinthinaceum terebinthinaceum,7223121,Silphium terebinthinaceum terebinthinaceum,<i>Silphium</i> <i>terebinthinaceum</i> var. <i>terebinthinaceum</i>,VARIETY,Asteraceae,3065,Silphium,3092563,Silphium terebinthinaceum,7475866,88,EXACT
Quercus ajoensis,2878465,Quercus ajoensis,<i>Quercus</i> <i>ajoensis</i> C.H.Mull.,SPECIES,Fagaceae,4689,Quercus,2877951,Quercus ajoensis,2878465,100,EXACT
Cirsium neomexicanum utahense,4220636,Cirsium neomexicanum utahense,<i>Cirsium</i> <i>neomexicanum</i> var. <i>utahense</i> (Petr.) S.L.Welsh,VARIETY,Asteraceae,3065,Cirsium,3112554,Cirsium neomexicanum,3113512,88,EXACT
Stellaria longipes longipes,7219323,Stellaria longipes longipes,<i>Stellaria</i> <i>longipes</i> subsp. <i>longipes</i>,SUBSPECIES,Caryophyllaceae,2518,Stellaria,3085667,Stellaria longipes,5384620,85,EXACT
Claytonia arctica,3084770,Claytonia arctica,<i>Claytonia</i> <i>arctica</i> Adam,SPECIES,Montiaceae,4898338,Claytonia,3084729,Claytonia arctica,3084770,100,EXACT
Amelanchier utahensis,3023964,Amelanchier utahensis,<i>Amelanchier</i> <i>utahensis</i> Koehne,SPECIES,Rosaceae,5015,Amelanchier,3023817,Amelanchier utahensis,3023964,100,EXACT
Quercus coccinea,8326061,Quercus coccinea,<i>Quercus</i> <i>coccinea</i> Münchh.,SPECIES,Fagaceae,4689,Quercus,2877951,Quercus coccinea,8326061,99,EXACT
Oxalis articulata,2891664,Oxalis articulata,<i>Oxalis</i> <i>articulata</i> Savigny,SPECIES,Oxalidaceae,6697,Oxalis,2891642,Oxalis articulata,2891664,99,EXACT
Yucca aloifolia,2775744,Yucca aloifolia,<i>Yucca</i> <i>aloifolia</i> L.,SPECIES,Asparagaceae,7683,Yucca,2775496,Yucca aloifolia,2775744,99,EXACT
Lilium formosanum,2753371,Lilium formosanum,<i>Lilium</i> <i>formosanum</i> A.Wallace,SPECIES,Liliaceae,7699,Lilium,2752977,Lilium formosanum,2753371,100,EXACT
Trillium vaseyi,2742244,Trillium vaseyi,<i>Trillium</i> <i>vaseyi</i> Harb.,SPECIES,Melanthiaceae,7700,Trillium,2742182,Trillium vaseyi,2742244,100,EXACT
Rumex pulcher,2888978,Rumex pulcher,<i>Rumex</i> <i>pulcher</i> L.,SPECIES,Polygonaceae,2416,Rumex,2888942,Rumex pulcher,2888978,99,EXACT
Lactuca tatarica,9123250,Lactuca tatarica,<i>Lactuca</i> <i>tatarica</i> (L.) C.A.Mey.,SPECIES,Asteraceae,3065,Lactuca,3140231,Lactuca tatarica,9123250,100,EXACT
Vicia lens,3973001,Vicia lens,<i>Vicia</i> <i>lens</i> (L.) Coss. & Germ.,SPECIES,Fabaceae,5386,Vicia,2974751,Vicia lens,3973001,100,EXACT
Prunus serotina rufula,10346573,Prunus serotina rufula,<i>Prunus</i> <i>serotina</i> var. <i>rufula</i> (Wooton & Standl.) Mc Vaugh,VARIETY,Rosaceae,5015,Prunus,3020559,Prunus serotina,3021850,85,EXACT
Cirsium arvense integrifolium,4274470,Cirsium arvense integrifolium,<i>Cirsium</i> <i>arvense</i> var. <i>integrifolium</i> Wimm. & Grab.,VARIETY,Asteraceae,3065,Cirsium,3112554,Cirsium arvense,3113414,85,EXACT
Marrubium vulgare,2927069,Marrubium vulgare,<i>Marrubium</i> <i>vulgare</i> L.,SPECIES,Lamiaceae,2497,Marrubium,2927068,Marrubium vulgare,2927069,100,EXACT
Ceanothus decornutus,8275443,Ceanothus decornutus,<i>Ceanothus</i> <i>decornutus</i> V.T.Parker,SPECIES,Rhamnaceae,2407,Ceanothus,3039297,Ceanothus decornutus,8275443,100,EXACT
Allium atrorubens atrorubens,7227628,Allium atrorubens atrorubens,<i>Allium</i> <i>atrorubens</i> var. <i>atrorubens</i>,VARIETY,Amaryllidaceae,7682,Allium,9624496,Allium atrorubens,2855926,88,EXACT
Ribes alpinum,2986184,Ribes alpinum,<i>Ribes</i> <i>alpinum</i> L.,SPECIES,Grossulariaceae,2403,Ribes,2986095,Ribes alpinum,2986184,99,EXACT
Oxalis articulata rubra,2891728,Oxalis articulata rubra,<i>Oxalis</i> <i>articulata</i> subsp. <i>rubra</i> (A.St.-Hil.) Lourteig,SUBSPECIES,Oxalidaceae,6697,Oxalis,2891642,Oxalis articulata,2891664,88,EXACT
Viburnum deamii,8111807,Viburnum deamii,<i>Viburnum</i> <i>deamii</i> (Rehder) Sorrie,SPECIES,Viburnaceae,4924416,Viburnum,2888580,Viburnum deamii,8111807,99,EXACT
Chaerophyllum procumbens shortii,3641137,Chaerophyllum procumbens shortii,<i>Chaerophyllum</i> <i>procumbens</i> var. <i>shortii</i> Torr. & A.Gray,VARIETY,Apiaceae,6720,Chaerophyllum,3034649,Chaerophyllum procumbens,3034652,88,EXACT
Malva sylvestris mauritiana,6285889,Malva sylvestris mauritiana,<i>Malva</i> <i>sylvestris</i> var. <i>mauritiana</i> (L.) Boiss.,VARIETY,Malvaceae,6685,Malva,3152364,Malva sylvestris,3152374,85,EXACT
Ribes sanguineum,2986130,Ribes sanguineum,<i>Ribes</i> <i>sanguineum</i> Pursh,SPECIES,Grossulariaceae,2403,Ribes,2986095,Ribes sanguineum,2986130,100,EXACT
Smilax pseudochina,5295746,Smilax pseudochina,<i>Smilax</i> <i>pseudochina</i> L.,SPECIES,Smilacaceae,7702,Smilax,2740627,Smilax pseudochina,5295746,99,EXACT
Ribes velutinum,2986120,Ribes velutinum,<i>Ribes</i> <i>velutinum</i> Greene,SPECIES,Grossulariaceae,2403,Ribes,2986095,Ribes velutinum,2986120,100,EXACT
Primula conjugens,7127734,Primula conjugens,<i>Primula</i> <i>conjugens</i> (Greene) A.R.Mast & Reveal,SPECIES,Primulaceae,6674,Dodecatheon,7597718,Dodecatheon conjugens,3169254,100,EXACT
Allium tolmiei,2857235,Allium tolmiei,<i>Allium</i> <i>tolmiei</i> Baker,SPECIES,Amaryllidaceae,7682,Allium,9624496,Allium tolmiei,2857235,99,EXACT
Hydrophyllum virginianum atranthum,2928282,Hydrophyllum virginianum atranthum,<i>Hydrophyllum</i> <i>virginianum</i> var. <i>atranthum</i> (Alexander) Constance,VARIETY,Hydrophyllaceae,2387,Hydrophyllum,8906001,Hydrophyllum virginianum,2928281,88,EXACT
Robinia viscosa hartwigii,5352248,Robinia viscosa hartwigii,<i>Robinia</i> <i>viscosa</i> var. <i>hartwigii</i> (Koehne) Ashe,VARIETY,Fabaceae,5386,Robinia,2952066,Robinia viscosa,5352245,88,EXACT
Lamium amplexicaule amplexicaule,7308142,Lamium amplexicaule amplexicaule,<i>Lamium</i> <i>amplexicaule</i> var. <i>amplexicaule</i>,VARIETY,Lamiaceae,2497,Lamium,2926678,Lamium amplexicaule,2926679,85,EXACT
Quercus marilandica ashei,2881631,Quercus marilandica ashei,<i>Quercus</i> <i>marilandica</i> var. <i>ashei</i> Sudw.,VARIETY,Fagaceae,4689,Quercus,2877951,Quercus marilandica,2881630,88,EXACT
Viola lithion,5331291,Viola lithion,<i>Viola</i> <i>lithion</i> N.H.Holmgren & P.K.Holmgren,SPECIES,Violaceae,6631,Viola,2874237,Viola lithion,5331291,100,EXACT
Quercus hemisphaerica hemisphaerica,4925821,Quercus hemisphaerica hemisphaerica,<i>Quercus</i> <i>hemisphaerica</i> var. <i>hemisphaerica</i>,VARIETY,Fagaceae,4689,Quercus,2877951,Quercus hemisphaerica,2877348,88,EXACT
Pinus ponderosa ponderosa,7230697,Pinus ponderosa ponderosa,<i>Pinus</i> <i>ponderosa</i> var. <i>ponderosa</i>,VARIETY,Pinaceae,3925,Pinus,2684241,Pinus ponderosa,5285053,88,EXACT
Trillium viride,2742258,Trillium viride,<i>Trillium</i> <i>viride</i> L.C.Beck,SPECIES,Melanthiaceae,7700,Trillium,2742182,Trillium viride,2742258,100,EXACT
Ribes quercetorum,2986221,Ribes quercetorum,<i>Ribes</i> <i>quercetorum</i> Greene,SPECIES,Grossulariaceae,2403,Ribes,2986095,Ribes quercetorum,2986221,100,EXACT
Allium validum,2857382,Allium validum,<i>Allium</i> <i>validum</i> S.Watson,SPECIES,Amaryllidaceae,7682,Allium,9624496,Allium validum,2857382,100,EXACT
Rubus arcticus acaulis,2992055,Rubus arcticus acaulis,<i>Rubus</i> <i>arcticus</i> subsp. <i>acaulis</i> (Michx.) Focke,SUBSPECIES,Rosaceae,5015,Rubus,2988638,Rubus arcticus,2992051,85,EXACT
Astragalus crassicarpus trichocalyx,8339156,Astragalus crassicarpus trichocalyx,<i>Astragalus</i> <i>crassicarpus</i> var. <i>trichocalyx</i> (Nutt.) Barneby,VARIETY,Fabaceae,5386,Astragalus,2933951,Astragalus crassicarpus,5343637,85,EXACT
Pinus cembroides bicolor,5686603,Pinus cembroides bicolor,<i>Pinus</i> <i>cembroides</i> var. <i>bicolor</i> Little,VARIETY,Pinaceae,3925,Pinus,2684241,Pinus discolor,5686897,84,EXACT
Persicaria careyi,2889216,Persicaria careyi,<i>Persicaria</i> <i>careyi</i> (Olney) Greene,SPECIES,Polygonaceae,2416,Persicaria,6390748,Persicaria careyi,2889216,100,EXACT
Allium trifoliatum,2856997,Allium trifoliatum,<i>Allium</i> <i>trifoliatum</i> Cirillo,SPECIES,Amaryllidaceae,7682,Allium,9624496,Allium trifoliatum,2856997,100,EXACT
Ribes hudsonianum hudsonianum,6442305,Ribes hudsonianum hudsonianum,<i>Ribes</i> <i>hudsonianum</i> var. <i>hudsonianum</i>,VARIETY,Grossulariaceae,2403,Ribes,2986095,Ribes hudsonianum,2986140,88,EXACT
Smilax hugeri,5295255,Smilax hugeri,<i>Smilax</i> <i>hugeri</i> (Small) J.B.Norton ex Pennell,SPECIES,Smilacaceae,7702,Smilax,2740627,Smilax hugeri,5295255,99,EXACT
Quercus garryana,2879260,Quercus garryana,<i>Quercus</i> <i>garryana</i> Douglas ex Hook.,SPECIES,Fagaceae,4689,Quercus,2877951,Quercus garryana,2879260,99,EXACT
Allium lacunosum,2857752,Allium lacunosum,<i>Allium</i> <i>lacunosum</i> S.Watson,SPECIES,Amaryllidaceae,7682,Allium,9624496,Allium lacunosum,2857752,100,EXACT
Cirsium douglasii breweri,4223275,Cirsium douglasii breweri,<i>Cirsium</i> <i>douglasii</i> var. <i>breweri</i> (A.Gray) D.J.Keil & C.E.Turner,VARIETY,Asteraceae,3065,Cirsium,3112554,Cirsium douglasii,3113757,88,EXACT
Callirhoe involucrata lineariloba,8031766,Callirhoe involucrata lineariloba,<i>Callirhoe</i> <i>involucrata</i> var. <i>lineariloba</i> (Torr. & A.Gray) A.Gray ex S.Watson,VARIETY,Malvaceae,6685,Callirhoe,3152285,Callirhoe involucrata,5406702,85,EXACT
Crataegus berberifolia,3014985,Crataegus berberifolia,<i>Crataegus</i> <i>berberifolia</i> Torr. & A.Gray,SPECIES,Rosaceae,5015,Crataegus,3013395,Crataegus berberifolia,3014985,100,EXACT
Cirsium horridulum vittatum,4222069,Cirsium horridulum vittatum,<i>Cirsium</i> <i>horridulum</i> var. <i>vittatum</i> (Small) R.W.Long,VARIETY,Asteraceae,3065,Cirsium,3112554,Cirsium horridulum,3112777,88,EXACT
Ceanothus lemmonii,3039347,Ceanothus lemmonii,<i>Ceanothus</i> <i>lemmonii</i> Parry,SPECIES,Rhamnaceae,2407,Ceanothus,3039297,Ceanothus lemmonii,3039347,100,EXACT
Allium incomptum,12258670,Allium incomptum,<i>Allium</i> <i>incomptum</i> Kierstead & Lindstrand,SPECIES,Amaryllidaceae,7682,Allium,9624496,Allium incomptum,12258670,100,EXACT
Viola purpurea integrifolia,8401825,Viola purpurea integrifolia,<i>Viola</i> <i>purpurea</i> subsp. <i>integrifolia</i> M.S.Baker & Clausen,SUBSPECIES,Violaceae,6631,Viola,2874237,Viola purpurea,5331324,85,EXACT
Sparganium eurycarpum coreanum,2702397,Sparganium eurycarpum coreanum,<i>Sparganium</i> <i>eurycarpum</i> subsp. <i>coreanum</i> (H.Lév.) C.D.K.Cook & M.S.Nicholls,SUBSPECIES,Typhaceae,4246,Sparganium,2702260,Sparganium eurycarpum,2702394,88,EXACT
Smilax rotundifolia,5295375,Smilax rotundifolia,<i>Smilax</i> <i>rotundifolia</i> L.,SPECIES,Smilacaceae,7702,Smilax,2740627,Smilax rotundifolia,5295375,99,EXACT
Vaccinium cespitosum,2882861,Vaccinium cespitosum,<i>Vaccinium</i> <i>cespitosum</i> Michx.,SPECIES,Ericaceae,2505,Vaccinium,2882813,Vaccinium cespitosum,2882861,100,EXACT
Cirsium lecontei,3113529,Cirsium lecontei,<i>Cirsium</i> <i>lecontei</i> Torr. & A.Gray,SPECIES,Asteraceae,3065,Cirsium,3112554,Cirsium lecontei,3113529,100,EXACT
Yucca angustissima kanabensis,2775691,Yucca angustissima kanabensis,<i>Yucca</i> <i>angustissima</i> var. <i>kanabensis</i> (McKelvey) Reveal,VARIETY,Asparagaceae,7683,Yucca,2775496,Yucca angustissima,2775690,85,EXACT
Ribes erythrocarpum,2986104,Ribes erythrocarpum,<i>Ribes</i> <i>erythrocarpum</i> Coville & Leiberg,SPECIES,Grossulariaceae,2403,Ribes,2986095,Ribes erythrocarpum,2986104,100,EXACT
Claytonia megarhiza megarhiza,6388226,Claytonia megarhiza megarhiza,<i>Claytonia</i> <i>megarhiza</i> var. <i>megarhiza</i>,VARIETY,Montiaceae,4898338,Claytonia,3084729,Claytonia megarhiza,3084735,88,EXACT
Quercus × leana,8920502,Quercus leana,<i>Quercus</i> × <i>leana</i> Nutt.,SPECIES,Fagaceae,4689,Quercus,2877951,Quercus leana,8920502,100,EXACT
Trillium pusillum texanum,2742216,Trillium pusillum texanum,<i>Trillium</i> <i>pusillum</i> var. <i>texanum</i> (Buckley) Reveal & C.R.Broome,VARIETY,Melanthiaceae,7700,Trillium,2742182,Trillium pusillum,2742209,84,EXACT
Rubus beamanii,9606151,Rubus beamanii,<i>Rubus</i> <i>beamanii</i> Widrl. & Riley,SPECIES,Rosaceae,5015,Rubus,2988638,Rubus beamanii,9606151,100,EXACT
Mertensia paniculata alaskana,5662248,Mertensia paniculata alaskana,<i>Mertensia</i> <i>paniculata</i> var. <i>alaskana</i> (Britton) L.O.Williams,VARIETY,Boraginaceae,2498,Mertensia,2663415,Mertensia paniculata,5341214,88,EXACT
Galinsoga parviflora parviflora,7223126,Galinsoga parviflora parviflora,<i>Galinsoga</i> <i>parviflora</i> var. <i>parviflora</i>,VARIETY,Asteraceae,3065,Galinsoga,3132547,Galinsoga parviflora,3132570,85,EXACT
Vaccinium darrowii,2882908,Vaccinium darrowii,<i>Vaccinium</i> <i>darrowii</i> Camp,SPECIES,Ericaceae,2505,Vaccinium,2882813,Vaccinium darrowii,2882908,100,EXACT
Sorbus decora,3012350,Sorbus decora,<i>Sorbus</i> <i>decora</i> (Sarg.) C.K.Schneid.,SPECIES,Rosaceae,5015,Sorbus,3012146,Sorbus decora,3012350,100,EXACT
Cirsium pitcheri,3113668,Cirsium pitcheri,<i>Cirsium</i> <i>pitcheri</i> (Torr. ex Eaton) Torr. & A.Gray,SPECIES,Asteraceae,3065,Cirsium,3112554,Cirsium pitcheri,3113668,100,EXACT
Viola striata,5331184,Viola striata,<i>Viola</i> <i>striata</i> Aiton,SPECIES,Violaceae,6631,Viola,2874237,Viola striata,5331184,99,EXACT
Sorbus scopulina,3012298,Sorbus scopulina,<i>Sorbus</i> <i>scopulina</i> Greene,SPECIES,Rosaceae,5015,Sorbus,3012146,Sorbus scopulina,3012298,99,EXACT
Ceanothus microphyllus,3039306,Ceanothus microphyllus,<i>Ceanothus</i> <i>microphyllus</i> Michx.,SPECIES,Rhamnaceae,2407,Ceanothus,3039297,Ceanothus microphyllus,3039306,100,EXACT
Silene vulgaris vulgaris,5587240,Silene vulgaris vulgaris,<i>Silene</i> <i>vulgaris</i> subsp. <i>vulgaris</i>,SUBSPECIES,Caryophyllaceae,2518,Silene,3085897,Silene vulgaris,9172281,85,EXACT
Glechoma hederacea hederacea,6449519,Glechoma hederacea hederacea,<i>Glechoma</i> <i>hederacea</i> var. <i>hederacea</i>,VARIETY,Lamiaceae,2497,Glechoma,2926556,Glechoma hederacea,2926557,84,EXACT
Crataegus gaylussacia,3013900,Crataegus gaylussacia,<i>Crataegus</i> <i>gaylussacia</i> A.Heller,SPECIES,Rosaceae,5015,Crataegus,3013395,Crataegus gaylussacia,3013900,100,EXACT
Claytonia washingtoniana,3084773,Claytonia washingtoniana,<i>Claytonia</i> <i>washingtoniana</i> (Suksd.) Suksd.,SPECIES,Montiaceae,4898338,Claytonia,3084729,Claytonia washingtoniana,3084773,100,EXACT
Picea glauca glauca,7071066,Picea glauca glauca,<i>Picea</i> <i>glauca</i> var. <i>glauca</i>,VARIETY,Pinaceae,3925,Picea,7606064,Picea glauca,5284745,85,EXACT
Sanicula epipactis,3639337,Sanicula epipactis,<i>Sanicula</i> <i>epipactis</i> (Scop.) E.H.L.Krause,SPECIES,Apiaceae,6720,Sanicula,3034831,Sanicula epipactis,3639337,100,EXACT
Lactuca hirsuta hirsuta,4273743,Lactuca hirsuta hirsuta,<i>Lactuca</i> <i>hirsuta</i> var. <i>hirsuta</i>,VARIETY,Asteraceae,3065,Lactuca,3140231,Lactuca hirsuta,7521930,84,EXACT
Robinia neomexicana neomexicana,6593197,Robinia neomexicana neomexicana,<i>Robinia</i> <i>neomexicana</i> var. <i>neomexicana</i>,VARIETY,Fabaceae,5386,Robinia,2952066,Robinia neomexicana,5352212,88,EXACT
Asarum canadense reflexum,2873952,Asarum canadense reflexum,<i>Asarum</i> <i>canadense</i> var. <i>reflexum</i> (E.P.Bicknell) B.L.Rob.,VARIETY,Aristolochiaceae,3066,Asarum,2873945,Asarum canadense,2873947,88,EXACT
Typha angustifolia,5289461,Typha angustifolia,<i>Typha</i> <i>angustifolia</i> L.,SPECIES,Typhaceae,4246,Typha,2702102,Typha angustifolia,5289461,99,EXACT
Pinus banksiana,5285533,Pinus banksiana,<i>Pinus</i> <i>banksiana</i> Lamb.,SPECIES,Pinaceae,3925,Pinus,2684241,Pinus banksiana,5285533,100,EXACT
Trillium cuneatum,2742247,Trillium cuneatum,<i>Trillium</i> <i>cuneatum</i> Raf.,SPECIES,Melanthiaceae,7700,Trillium,2742182,Trillium cuneatum,2742247,100,EXACT
Trillium underwoodii,2742327,Trillium underwoodii,<i>Trillium</i> <i>underwoodii</i> Small,SPECIES,Melanthiaceae,7700,Trillium,2742182,Trillium underwoodii,2742327,100,EXACT
Vaccinium hirsutum,2882824,Vaccinium hirsutum,<i>Vaccinium</i> <i>hirsutum</i> Buckley,SPECIES,Ericaceae,2505,Vaccinium,2882813,Vaccinium hirsutum,2882824,99,EXACT
Rumex occidentalis,6391790,Rumex occidentalis,<i>Rumex</i> <i>occidentalis</i> (Michx.) S.Watson,SPECIES,Polygonaceae,2416,Rumex,2888942,Rumex occidentalis,6391790,100,EXACT
Viola × populifolia,5331192,Viola populifolia,<i>Viola</i> × <i>populifolia</i> Greene,SPECIES,Violaceae,6631,Viola,2874237,Viola populifolia,5331192,100,EXACT
Crataegus × cogswellii,10744118,Crataegus cogswellii,<i>Crataegus</i> × <i>cogswellii</i> K.I.Chr. & T.A.Dickinson,SPECIES,Rosaceae,5015,Crataegus,3013395,Crataegus cogswellii,10744118,100,EXACT
Plantago major major,6665114,Plantago major major,"<i>Plantago</i> <i>major</i> subsp. <i>major</i> Linnaeus, 1753",SUBSPECIES,Plantaginaceae,2420,Plantago,3189695,Plantago major,3189767,85,EXACT
Acer negundo mexicanum,3768490,Acer negundo mexicanum,<i>Acer</i> <i>negundo</i> var. <i>mexicanum</i> (DC.) Kuntze,VARIETY,Sapindaceae,6657,Acer,3189834,Acer negundo,3189866,85,EXACT
Typha capensis,5289571,Typha capensis,<i>Typha</i> <i>capensis</i> (Rohrb.) N.E.Br.,SPECIES,Typhaceae,4246,Typha,2702102,Typha capensis,5289571,99,EXACT
Rubus rosifolius,8234521,Rubus rosifolius,<i>Rubus</i> <i>rosifolius</i> Sm.,SPECIES,Rosaceae,5015,Rubus,2988638,Rubus rosifolius,8234521,99,EXACT
Nuphar advena,6434985,Nuphar advena,<i>Nuphar</i> <i>advena</i> (Aiton) Aiton,SPECIES,Nymphaeaceae,2423,Nuphar,2882408,Nuphar advena,6434985,99,EXACT
Ceanothus parvifolius,3039311,Ceanothus parvifolius,<i>Ceanothus</i> <i>parvifolius</i> (S.Watson) Trel.,SPECIES,Rhamnaceae,2407,Ceanothus,3039297,Ceanothus parvifolius,3039311,99,EXACT
Pinus balfouriana,5285708,Pinus balfouriana,<i>Pinus</i> <i>balfouriana</i> Balf.,SPECIES,Pinaceae,3925,Pinus,2684241,Pinus balfouriana,5285708,99,EXACT
Rubus canadensis,2991408,Rubus canadensis,<i>Rubus</i> <i>canadensis</i> L.,SPECIES,Rosaceae,5015,Rubus,2988638,Rubus canadensis,2991408,99,EXACT
Cirsium arizonicum tenuisectum,4224645,Cirsium arizonicum tenuisectum,<i>Cirsium</i> <i>arizonicum</i> var. <i>tenuisectum</i> D.J.Keil,VARIETY,Asteraceae,3065,Cirsium,3112554,Cirsium arizonicum,3112861,88,EXACT
Allium macrum,2857410,Allium macrum,<i>Allium</i> <i>macrum</i> S.Watson,SPECIES,Amaryllidaceae,7682,Allium,9624496,Allium macrum,2857410,100,EXACT
Cirsium inamoenum inamoenum,7222539,Cirsium inamoenum inamoenum,<i>Cirsium</i> <i>inamoenum</i> var. <i>inamoenum</i>,VARIETY,Asteraceae,3065,Cirsium,3112554,Cirsium inamoenum,3113257,88,EXACT
Viola howellii,5331294,Viola howellii,<i>Viola</i> <i>howellii</i> A.Gray,SPECIES,Violaceae,6631,Viola,2874237,Viola howellii,5331294,100,EXACT
Allium tolmiei tolmiei,7227620,Allium tolmiei tolmiei,<i>Allium</i> <i>tolmiei</i> var. <i>tolmiei</i>,VARIETY,Amaryllidaceae,7682,Allium,9624496,Allium tolmiei,2857235,88,EXACT
Juniperus communis charlottensis,2684758,Juniperus communis charlottensis,<i>Juniperus</i> <i>communis</i> var. <i>charlottensis</i> R.P.Adams,VARIETY,Cupressaceae,8144,Juniperus,2684359,Juniperus communis,2684709,88,EXACT
Quercus × benderi,2879029,Quercus benderi,<i>Quercus</i> × <i>benderi</i> Baen.,SPECIES,Fagaceae,4689,Quercus,2877951,Quercus benderi,2879029,100,EXACT
Betula alleghaniensis alleghaniensis,5709491,Betula alleghaniensis alleghaniensis,<i>Betula</i> <i>alleghaniensis</i> var. <i>alleghaniensis</i>,VARIETY,Betulaceae,4688,Betula,2875008,Betula alleghaniensis,5331779,88,EXACT
Yucca neomexicana,2775786,Yucca neomexicana,<i>Yucca</i> <i>neomexicana</i> Wooton & Standl.,SPECIES,Asparagaceae,7683,Yucca,2775496,Yucca neomexicana,2775786,100,EXACT
Fragaria orientalis,3029834,Fragaria orientalis,<i>Fragaria</i> <i>orientalis</i> Losinsk.,SPECIES,Rosaceae,5015,Fragaria,3029779,Fragaria orientalis,3029834,100,EXACT
Yucca baccata,2775788,Yucca baccata,<i>Yucca</i> <i>baccata</i> Torr.,SPECIES,Asparagaceae,7683,Yucca,2775496,Yucca baccata,2775788,100,EXACT
Persicaria perfoliata,4033648,Persicaria perfoliata,<i>Persicaria</i> <i>perfoliata</i> (L.) H.Gross,SPECIES,Polygonaceae,2416,Persicaria,6390748,Persicaria perfoliata,4033648,100,EXACT
Claytonia rubra,3084740,Claytonia rubra,<i>Claytonia</i> <i>rubra</i> (Howell) Tidestr.,SPECIES,Montiaceae,4898338,Claytonia,3084729,Claytonia rubra,3084740,100,EXACT
Quercus vacciniifolia,10918497,Quercus vacciniifolia,<i>Quercus</i> <i>vacciniifolia</i> Hittell,SPECIES,Fagaceae,4689,Quercus,2877951,Quercus vacciniifolia,10918497,99,EXACT
Yucca flaccida,2775530,Yucca flaccida,<i>Yucca</i> <i>flaccida</i> Haw.,SPECIES,Asparagaceae,7683,Yucca,2775496,Yucca flaccida,2775530,100,EXACT
Prunus serotina eximia,3021900,Prunus serotina eximia,<i>Prunus</i> <i>serotina</i> var. <i>eximia</i> (Small) Little,VARIETY,Rosaceae,5015,Prunus,3020559,Prunus serotina,3021850,85,EXACT
Phlox pilosa ozarkana,6394534,Phlox pilosa ozarkana,<i>Phlox</i> <i>pilosa</i> subsp. <i>ozarkana</i> (Wherry) Wherry,SUBSPECIES,Polemoniaceae,6648,Phlox,2927698,Phlox pilosa,2927734,85,EXACT
