searchedName,usageKey,canonicalName,formattedName,rank,family,family_key,genus,genus_key,species,species_key,confidence,matchType,searched_sp,matched_sp,scientificName,first_of_searched,first_of_binomial,first_of_canonical
Suaeda rolandii,3083531,Suaeda rolandii,<i>Suaeda</i> <i>rolandii</i> Bassett & Crompton,SPECIES,Amaranthaceae,3064.0,Suaeda,7677792.0,Suaeda rolandii,3083531.0,100,EXACT,2,2,Suaeda rolandii,Suaeda,Suaeda,Suaeda
Cirsium longistylum,8362574,Cirsium longistylum,<i>Cirsium</i> <i>longistylum</i> J.W.Moore & Frankton,SPECIES,Asteraceae,3065.0,Cirsium,3112554.0,Cirsium longistylum,8362574.0,100,EXACT,2,2,Cirsium longistylum,Cirsium,Cirsium,Cirsium
Crataegus coccinea pringlei,3015588,Crataegus coccinea pringlei,<i>Crataegus</i> <i>coccinea</i> var. <i>pringlei</i> (Sarg.) J.A.Macklin & J.B.Phipps,VARIETY,Rosaceae,5015.0,Crataegus,3013395.0,Crataegus coccinea,7790614.0,88,EXACT,3,3,Crataegus coccinea pringlei,Crataegus,Crataegus,Crataegus
Yucca angustissima toftiae,2775694,Yucca angustissima toftiae,<i>Yucca</i> <i>angustissima</i> var. <i>toftiae</i> (S.L.Welsh) Reveal,VARIETY,Asparagaceae,7683.0,Yucca,2775496.0,Yucca angustissima,2775690.0,85,EXACT,3,3,Yucca angustissima toftiae,Yucca,Yucca,Yucca
Campanula rapunculoides cordifolia,5410486,Campanula rapunculoides cordifolia,<i>Campanula</i> <i>rapunculoides</i> subsp. <i>cordifolia</i> (K.Koch) Damboldt,SUBSPECIES,Campanulaceae,8801.0,Campanula,3161935.0,Campanula rapunculoides,5410436.0,85,EXACT,3,3,Campanula rapunculoides cordifolia,Campanula,Campanula,Campanula
Claytonia megarhiza,3084735,Claytonia megarhiza,<i>Claytonia</i> <i>megarhiza</i> (A.Gray) Parry ex S.Watson,SPECIES,Montiaceae,4898338.0,Claytonia,3084729.0,Claytonia megarhiza,3084735.0,99,EXACT,2,2,Claytonia megarhiza,Claytonia,Claytonia,Claytonia
Yucca constricta,2775703,Yucca constricta,<i>Yucca</i> <i>constricta</i> Buckley,SPECIES,Asparagaceae,7683.0,Yucca,2775496.0,Yucca constricta,2775703.0,100,EXACT,2,2,Yucca constricta,Yucca,Yucca,Yucca
Allium atrorubens cristatum,2855927,Allium atrorubens cristatum,<i>Allium</i> <i>atrorubens</i> var. <i>cristatum</i> (S.Watson) McNeal,VARIETY,Amaryllidaceae,7682.0,Allium,9624496.0,Allium atrorubens,2855926.0,88,EXACT,3,3,Allium atrorubens cristatum,Allium,Allium,Allium
Claytonia perfoliata,7736011,Claytonia perfoliata,<i>Claytonia</i> <i>perfoliata</i> Donn.,SPECIES,Montiaceae,4898338.0,Claytonia,3084729.0,Claytonia perfoliata,7736011.0,99,EXACT,2,2,Claytonia perfoliata,Claytonia,Claytonia,Claytonia
Viburnum sieboldii,2888597,Viburnum sieboldii,<i>Viburnum</i> <i>sieboldii</i> Miq.,SPECIES,Viburnaceae,4924416.0,Viburnum,2888580.0,Viburnum sieboldii,2888597.0,100,EXACT,2,2,Viburnum sieboldii,Viburnum,Viburnum,Viburnum
Rubus deliciosus,2999961,Rubus deliciosus,<i>Rubus</i> <i>deliciosus</i> Torr.,SPECIES,Rosaceae,5015.0,Rubus,2988638.0,Rubus deliciosus,2999961.0,100,EXACT,2,2,Rubus deliciosus,Rubus,Rubus,Rubus
Sanicula crassicaulis crassicaulis,4271366,Sanicula crassicaulis crassicaulis,<i>Sanicula</i> <i>crassicaulis</i> var. <i>crassicaulis</i>,VARIETY,Apiaceae,6720.0,Sanicula,3034831.0,Sanicula crassicaulis,3034844.0,88,EXACT,3,3,Sanicula crassicaulis crassicaulis,Sanicula,Sanicula,Sanicula
Lilium pardalinum wigginsii,2753201,Lilium pardalinum wigginsii,<i>Lilium</i> <i>pardalinum</i> subsp. <i>wigginsii</i> (Beane & Vollmer) M.W.Skinner,SUBSPECIES,Liliaceae,7699.0,Lilium,2752977.0,Lilium pardalinum,2753192.0,88,EXACT,3,3,Lilium pardalinum wigginsii,Lilium,Lilium,Lilium
Ceanothus × regius,10030111,Ceanothus regius,<i>Ceanothus</i> × <i>regius</i> (Jeps.) Mc Minn,SPECIES,Rhamnaceae,2407.0,Ceanothus,3039297.0,Ceanothus regius,10030111.0,99,EXACT,3,2,Ceanothus regius,Ceanothus,Ceanothus,Ceanothus
Quercus tomentella,2878206,Quercus tomentella,<i>Quercus</i> <i>tomentella</i> Engelm.,SPECIES,Fagaceae,4689.0,Quercus,2877951.0,Quercus tomentella,2878206.0,99,EXACT,2,2,Quercus tomentella,Quercus,Quercus,Quercus
Rumex crispus crispus,7291543,Rumex crispus crispus,<i>Rumex</i> <i>crispus</i> var. <i>crispus</i>,VARIETY,Polygonaceae,2416.0,Rumex,2888942.0,Rumex crispus,8195144.0,88,EXACT,3,3,Rumex crispus crispus,Rumex,Rumex,Rumex
Celtis laevigata laevigata,7096645,Celtis laevigata laevigata,<i>Celtis</i> <i>laevigata</i> var. <i>laevigata</i>,VARIETY,Cannabaceae,2384.0,Celtis,2984479.0,Celtis laevigata,2984491.0,88,EXACT,3,3,Celtis laevigata laevigata,Celtis,Celtis,Celtis
Trillium persistens,2742276,Trillium persistens,<i>Trillium</i> <i>persistens</i> W.H.Duncan,SPECIES,Melanthiaceae,7700.0,Trillium,2742182.0,Trillium persistens,2742276.0,100,EXACT,2,2,Trillium persistens,Trillium,Trillium,Trillium
Cirsium arvense arvense,6305858,Cirsium arvense arvense,<i>Cirsium</i> <i>arvense</i> var. <i>arvense</i>,VARIETY,Asteraceae,3065.0,Cirsium,3112554.0,Cirsium arvense,3113414.0,85,EXACT,3,3,Cirsium arvense arvense,Cirsium,Cirsium,Cirsium
Ribes tularense,8083070,Ribes tularense,<i>Ribes</i> <i>tularense</i> (Coville) Standl.,SPECIES,Grossulariaceae,2403.0,Ribes,2986095.0,Ribes tularense,8083070.0,99,EXACT,2,2,Ribes tularense,Ribes,Ribes,Ribes
Claytonia peirsonii,9479365,Claytonia peirsonii,<i>Claytonia</i> <i>peirsonii</i> (Munz & I.M.Johnst.) Stoughton,SPECIES,Montiaceae,4898338.0,Claytonia,3084729.0,Claytonia peirsonii,9479365.0,100,EXACT,2,2,Claytonia peirsonii,Claytonia,Claytonia,Claytonia
Allium passeyi,2856670,Allium passeyi,<i>Allium</i> <i>passeyi</i> N.H.Holmgren & A.H.Holmgren,SPECIES,Amaryllidaceae,7682.0,Allium,9624496.0,Allium passeyi,2856670.0,100,EXACT,2,2,Allium passeyi,Allium,Allium,Allium
Viola × indivisa,5663767,Viola indivisa,<i>Viola</i> × <i>indivisa</i> Greene,SPECIES,Violaceae,6631.0,Viola,2874237.0,Viola indivisa,5663767.0,100,EXACT,3,2,Viola indivisa,Viola,Viola,Viola
Viburnum plicatum,2888622,Viburnum plicatum,<i>Viburnum</i> <i>plicatum</i> Thunb.,SPECIES,Viburnaceae,4924416.0,Viburnum,2888580.0,Viburnum plicatum,2888622.0,99,EXACT,2,2,Viburnum plicatum,Viburnum,Viburnum,Viburnum
Persicaria amphibia emersa,4037007,Persicaria amphibia emersa,<i>Persicaria</i> <i>amphibia</i> var. <i>emersa</i> (Michx.) J.C.Hickman,VARIETY,Polygonaceae,2416.0,Persicaria,6390748.0,Persicaria amphibia,6391648.0,88,EXACT,3,3,Persicaria amphibia emersa,Persicaria,Persicaria,Persicaria
Quercus durata durata,2879924,Quercus durata durata,<i>Quercus</i> <i>durata</i> var. <i>durata</i>,VARIETY,Fagaceae,4689.0,Quercus,2877951.0,Quercus durata,2879923.0,88,EXACT,3,3,Quercus durata durata,Quercus,Quercus,Quercus
Viola purpurea,5331324,Viola purpurea,<i>Viola</i> <i>purpurea</i> Kellogg,SPECIES,Violaceae,6631.0,Viola,2874237.0,Viola purpurea,5331324.0,99,EXACT,2,2,Viola purpurea,Viola,Viola,Viola
Viola riviniana,7296321,Viola riviniana,<i>Viola</i> <i>riviniana</i> Rchb.,SPECIES,Violaceae,6631.0,Viola,2874237.0,Viola riviniana,7296321.0,100,EXACT,2,2,Viola riviniana,Viola,Viola,Viola
Quercus × hawkinsiae,2879314,Quercus hawkinsiae,<i>Quercus</i> × <i>hawkinsiae</i> Sudw.,SPECIES,Fagaceae,4689.0,Quercus,2877951.0,Quercus hawkinsiae,2879314.0,100,EXACT,3,2,Quercus hawkinsiae,Quercus,Quercus,Quercus
Cannabis sativa sativa,6370925,Cannabis sativa sativa,<i>Cannabis</i> <i>sativa</i> subsp. <i>sativa</i>,SUBSPECIES,Cannabaceae,2384.0,Cannabis,2984538.0,Cannabis sativa,5361880.0,85,EXACT,3,3,Cannabis sativa sativa,Cannabis,Cannabis,Cannabis
Rubus idaeus idaeus,7258954,Rubus idaeus idaeus,<i>Rubus</i> <i>idaeus</i> subsp. <i>idaeus</i>,SUBSPECIES,Rosaceae,5015.0,Rubus,2988638.0,Rubus idaeus,2993094.0,85,EXACT,3,3,Rubus idaeus idaeus,Rubus,Rubus,Rubus
Cirsium remotifolium remotifolium,7222547,Cirsium remotifolium remotifolium,<i>Cirsium</i> <i>remotifolium</i> var. <i>remotifolium</i>,VARIETY,Asteraceae,3065.0,Cirsium,3112554.0,Cirsium remotifolium,3113736.0,85,EXACT,3,3,Cirsium remotifolium remotifolium,Cirsium,Cirsium,Cirsium
Quercus myrtifolia,2878545,Quercus myrtifolia,<i>Quercus</i> <i>myrtifolia</i> Willd.,SPECIES,Fagaceae,4689.0,Quercus,2877951.0,Quercus myrtifolia,2878545.0,100,EXACT,2,2,Quercus myrtifolia,Quercus,Quercus,Quercus
Quercus wislizeni wislizeni,7069110,Quercus wislizeni wislizeni,<i>Quercus</i> <i>wislizeni</i> var. <i>wislizeni</i>,VARIETY,Fagaceae,4689.0,Quercus,2877951.0,Quercus wislizeni,2878384.0,88,EXACT,3,3,Quercus wislizeni wislizeni,Quercus,Quercus,Quercus
Cirsium quercetorum,3113695,Cirsium quercetorum,<i>Cirsium</i> <i>quercetorum</i> (A.Gray) Jeps.,SPECIES,Asteraceae,3065.0,Cirsium,3112554.0,Cirsium quercetorum,3113695.0,100,EXACT,2,2,Cirsium quercetorum,Cirsium,Cirsium,Cirsium
Smilax melastomifolia,5295260,Smilax melastomifolia,<i>Smilax</i> <i>melastomifolia</i> Sm.,SPECIES,Smilacaceae,7702.0,Smilax,2740627.0,Smilax melastomifolia,5295260.0,100,EXACT,2,2,Smilax melastomifolia,Smilax,Smilax,Smilax
Typha × glauca,8960288,Typha glauca,<i>Typha</i> × <i>glauca</i> Godr.,SPECIES,Typhaceae,4246.0,Typha,2702102.0,Typha glauca,8960288.0,99,EXACT,3,2,Typha glauca,Typha,Typha,Typha
Crataegus dodgei,3016197,Crataegus dodgei,<i>Crataegus</i> <i>dodgei</i> Ashe,SPECIES,Rosaceae,5015.0,Crataegus,3013395.0,Crataegus dodgei,3016197.0,100,EXACT,2,2,Crataegus dodgei,Crataegus,Crataegus,Crataegus
Ceanothus impressus nipomensis,10046939,Ceanothus impressus nipomensis,<i>Ceanothus</i> <i>impressus</i> var. <i>nipomensis</i> Mc Minn,VARIETY,Rhamnaceae,2407.0,Ceanothus,3039297.0,Ceanothus impressus,3039310.0,87,EXACT,3,3,Ceanothus impressus nipomensis,Ceanothus,Ceanothus,Ceanothus
Trillium pusillum pusillum,7227509,Trillium pusillum pusillum,<i>Trillium</i> <i>pusillum</i> var. <i>pusillum</i>,VARIETY,Melanthiaceae,7700.0,Trillium,2742182.0,Trillium pusillum,2742209.0,88,EXACT,3,3,Trillium pusillum pusillum,Trillium,Trillium,Trillium
Tragopogon miscellus,5386909,Tragopogon miscellus,<i>Tragopogon</i> × <i>miscellus</i> Ownbey,SPECIES,Asteraceae,3065.0,Tragopogon,3092408.0,Tragopogon miscellus,5386909.0,100,EXACT,2,2,Tragopogon miscellus,Tragopogon,Tragopogon,Tragopogon
Raphanus raphanistrum raphanistrum,7225596,Raphanus raphanistrum raphanistrum,<i>Raphanus</i> <i>raphanistrum</i> subsp. <i>raphanistrum</i>,SUBSPECIES,Brassicaceae,3112.0,Raphanus,3040962.0,Raphanus raphanistrum,3040983.0,85,EXACT,3,3,Raphanus raphanistrum raphanistrum,Raphanus,Raphanus,Raphanus
Rubus aboriginum,2993662,Rubus aboriginum,<i>Rubus</i> <i>aboriginum</i> Rydb.,SPECIES,Rosaceae,5015.0,Rubus,2988638.0,Rubus aboriginum,2993662.0,100,EXACT,2,2,Rubus aboriginum,Rubus,Rubus,Rubus
Quercus × jackiana,2878032,Quercus jackiana,<i>Quercus</i> × <i>jackiana</i> C.K.Schneid.,SPECIES,Fagaceae,4689.0,Quercus,2877951.0,Quercus jackiana,2878032.0,100,EXACT,3,2,Quercus jackiana,Quercus,Quercus,Quercus
Acer saccharum schneckii,3767911,Acer saccharum schneckii,<i>Acer</i> <i>saccharum</i> var. <i>schneckii</i> Rehder,VARIETY,Sapindaceae,6657.0,Acer,3189834.0,Acer saccharum,3189859.0,85,EXACT,3,3,Acer saccharum schneckii,Acer,Acer,Acer
Lilium candidum,2753090,Lilium candidum,<i>Lilium</i> <i>candidum</i> L.,SPECIES,Liliaceae,7699.0,Lilium,2752977.0,Lilium candidum,2753090.0,99,EXACT,2,2,Lilium candidum,Lilium,Lilium,Lilium
Rumex alpinus,2888948,Rumex alpinus,<i>Rumex</i> <i>alpinus</i> L.,SPECIES,Polygonaceae,2416.0,Rumex,2888942.0,Rumex alpinus,2888948.0,99,EXACT,2,2,Rumex alpinus,Rumex,Rumex,Rumex
Rhus microphylla,7707078,Rhus microphylla,<i>Rhus</i> <i>microphylla</i> Engelm.,SPECIES,Anacardiaceae,2398.0,Rhus,3190534.0,Rhus microphylla,7707078.0,99,EXACT,2,2,Rhus microphylla,Rhus,Rhus,Rhus
Yucca louisianensis,2775545,Yucca louisianensis,<i>Yucca</i> <i>louisianensis</i> Trel.,SPECIES,Asparagaceae,7683.0,Yucca,2775496.0,Yucca flaccida,2775530.0,100,EXACT,2,2,Yucca louisianensis,Yucca,Yucca,Yucca
Lilium martagon,2753146,Lilium martagon,<i>Lilium</i> <i>martagon</i> L.,SPECIES,Liliaceae,7699.0,Lilium,2752977.0,Lilium martagon,2753146.0,99,EXACT,2,2,Lilium martagon,Lilium,Lilium,Lilium
Mertensia paniculata borealis,5662245,Mertensia paniculata borealis,<i>Mertensia</i> <i>paniculata</i> var. <i>borealis</i> (J.F.Macbr.) L.O.Williams,VARIETY,Boraginaceae,2498.0,Mertensia,2663415.0,Mertensia paniculata,5341214.0,88,EXACT,3,3,Mertensia paniculata borealis,Mertensia,Mertensia,Mertensia
Amelanchier nantucketensis,3023951,Amelanchier nantucketensis,<i>Amelanchier</i> <i>nantucketensis</i> E.P.Bicknell,SPECIES,Rosaceae,5015.0,Amelanchier,3023817.0,Amelanchier nantucketensis,3023951.0,100,EXACT,2,2,Amelanchier nantucketensis,Amelanchier,Amelanchier,Amelanchier
Rubus enslenii,2998356,Rubus enslenii,<i>Rubus</i> <i>enslenii</i> Tratt.,SPECIES,Rosaceae,5015.0,Rubus,2988638.0,Rubus enslenii,2998356.0,100,EXACT,2,2,Rubus enslenii,Rubus,Rubus,Rubus
Viola biflora,5331325,Viola biflora,<i>Viola</i> <i>biflora</i> L.,SPECIES,Violaceae,6631.0,Viola,2874237.0,Viola biflora,5331325.0,100,EXACT,2,2,Viola biflora,Viola,Viola,Viola
Rubus allegheniensis allegheniensis,6369131,Rubus allegheniensis allegheniensis,<i>Rubus</i> <i>allegheniensis</i> var. <i>allegheniensis</i>,VARIETY,Rosaceae,5015.0,Rubus,2988638.0,Rubus allegheniensis,8235931.0,84,EXACT,3,3,Rubus allegheniensis allegheniensis,Rubus,Rubus,Rubus
Lomatium foeniculaceum fimbriatum,6423485,Lomatium foeniculaceum fimbriatum,<i>Lomatium</i> <i>foeniculaceum</i> subsp. <i>fimbriatum</i> W.L.Theob.,SUBSPECIES,Apiaceae,6720.0,Lomatium,8394726.0,Lomatium foeniculaceum,3034267.0,85,EXACT,3,3,Lomatium foeniculaceum fimbriatum,Lomatium,Lomatium,Lomatium
Lactuca sativa,7403263,Lactuca sativa,<i>Lactuca</i> <i>sativa</i> L.,SPECIES,Asteraceae,3065.0,Lactuca,3140231.0,Lactuca sativa,7403263.0,100,EXACT,2,2,Lactuca sativa,Lactuca,Lactuca,Lactuca
Amelanchier humilis,3023903,Amelanchier humilis,<i>Amelanchier</i> <i>humilis</i> Wiegand,SPECIES,Rosaceae,5015.0,Amelanchier,3023817.0,Amelanchier humilis,3023903.0,99,EXACT,2,2,Amelanchier humilis,Amelanchier,Amelanchier,Amelanchier
Viburnum davidii,3856436,Viburnum davidi,<i>Viburnum</i> <i>davidi</i> Franch.,SPECIES,Viburnaceae,4924416.0,Viburnum,2888580.0,Viburnum davidi,3856436.0,98,VARIANT,2,2,Viburnum davidi,Viburnum,Viburnum,Viburnum
Carya × laneyi,3054343,Carya laneyi,<i>Carya</i> × <i>laneyi</i> Sarg.,SPECIES,Juglandaceae,2499.0,Carya,3054287.0,Carya laneyi,3054343.0,100,EXACT,3,2,Carya laneyi,Carya,Carya,Carya
Persicaria virginiana,2889320,Persicaria virginiana,<i>Persicaria</i> <i>virginiana</i> (L.) Gaertn.,SPECIES,Polygonaceae,2416.0,Persicaria,6390748.0,Persicaria virginiana,2889320.0,99,EXACT,2,2,Persicaria virginiana,Persicaria,Persicaria,Persicaria
Ceanothus prostratus,3039366,Ceanothus prostratus,<i>Ceanothus</i> <i>prostratus</i> Benth.,SPECIES,Rhamnaceae,2407.0,Ceanothus,3039297.0,Ceanothus prostratus,3039366.0,100,EXACT,2,2,Ceanothus prostratus,Ceanothus,Ceanothus,Ceanothus
Muscari botryoides,2772094,Muscari botryoides,<i>Muscari</i> <i>botryoides</i> (L.) Mill.,SPECIES,Asparagaceae,7683.0,Muscari,2772004.0,Muscari botryoides,2772094.0,99,EXACT,2,2,Muscari botryoides,Muscari,Muscari,Muscari
Vitis acerifolia,5372375,Vitis acerifolia,<i>Vitis</i> <i>acerifolia</i> Raf.,SPECIES,Vitaceae,6672.0,Vitis,7467468.0,Vitis acerifolia,5372375.0,100,EXACT,2,2,Vitis acerifolia,Vitis,Vitis,Vitis
Prunella vulgaris vulgaris,6410959,Prunella vulgaris vulgaris,<i>Prunella</i> <i>vulgaris</i> var. <i>vulgaris</i>,VARIETY,Lamiaceae,2497.0,Prunella,2926553.0,Prunella vulgaris,5341297.0,85,EXACT,3,3,Prunella vulgaris vulgaris,Prunella,Prunella,Prunella
Rubus rolfei,2994134,Rubus rolfei,<i>Rubus</i> <i>rolfei</i> S.Vidal,SPECIES,Rosaceae,5015.0,Rubus,2988638.0,Rubus rolfei,2994134.0,99,EXACT,2,2,Rubus rolfei,Rubus,Rubus,Rubus
Cirsium fontinale campylon,4222728,Cirsium fontinale campylon,<i>Cirsium</i> <i>fontinale</i> var. <i>campylon</i> (H.Sharsm.) Pilz ex D.J.Keil & C.E.Turner,VARIETY,Asteraceae,3065.0,Cirsium,3112554.0,Cirsium fontinale,3112638.0,85,EXACT,3,3,Cirsium fontinale campylon,Cirsium,Cirsium,Cirsium
Viola purpurea venosa,7887146,Viola purpurea venosa,<i>Viola</i> <i>purpurea</i> subsp. <i>venosa</i> (S.Watson) M.S.Baker & Clausen,SUBSPECIES,Violaceae,6631.0,Viola,2874237.0,Viola purpurea,5331324.0,85,EXACT,3,3,Viola purpurea venosa,Viola,Viola,Viola
Monarda stanfieldii,5341421,Monarda stanfieldii,<i>Monarda</i> <i>stanfieldii</i> Small,SPECIES,Lamiaceae,2497.0,Monarda,2926838.0,Monarda stanfieldii,5341421.0,100,EXACT,2,2,Monarda stanfieldii,Monarda,Monarda,Monarda
Colocasia esculenta esculenta,9638143,Colocasia esculenta esculenta,<i>Colocasia</i> <i>esculenta</i> subsp. <i>esculenta</i>,SUBSPECIES,Araceae,6979.0,Colocasia,5330758.0,Colocasia esculenta,5330776.0,85,EXACT,3,3,Colocasia esculenta esculenta,Colocasia,Colocasia,Colocasia
Cirsium vulgare vulgare,6305541,Cirsium vulgare vulgare,<i>Cirsium</i> <i>vulgare</i> subsp. <i>vulgare</i>,SUBSPECIES,Asteraceae,3065.0,Cirsium,3112554.0,Cirsium vulgare,3112801.0,85,EXACT,3,3,Cirsium vulgare vulgare,Cirsium,Cirsium,Cirsium
Ribes oxyacanthoides setosum,6442319,Ribes oxyacanthoides setosum,<i>Ribes</i> <i>oxyacanthoides</i> subsp. <i>setosum</i> (Lindl.) Q.P.Sinnott,SUBSPECIES,Grossulariaceae,2403.0,Ribes,2986095.0,Ribes oxyacanthoides,2986124.0,85,EXACT,3,3,Ribes oxyacanthoides setosum,Ribes,Ribes,Ribes
Barbarea vulgaris arcuata,5374656,Barbarea vulgaris arcuata,<i>Barbarea</i> <i>vulgaris</i> subsp. <i>arcuata</i> (Opiz) Hayek,SUBSPECIES,Brassicaceae,3112.0,Barbarea,8370997.0,Barbarea vulgaris,5708780.0,84,EXACT,3,3,Barbarea vulgaris arcuata,Barbarea,Barbarea,Barbarea
Amelanchier ovalis,3023878,Amelanchier ovalis,<i>Amelanchier</i> <i>ovalis</i> Medik.,SPECIES,Rosaceae,5015.0,Amelanchier,3023817.0,Amelanchier ovalis,3023878.0,99,EXACT,2,2,Amelanchier ovalis,Amelanchier,Amelanchier,Amelanchier
Viola adunca,5331199,Viola adunca,<i>Viola</i> <i>adunca</i> Sm.,SPECIES,Violaceae,6631.0,Viola,2874237.0,Viola adunca,5331199.0,100,EXACT,2,2,Viola adunca,Viola,Viola,Viola
Quercus velutina,8086561,Quercus velutina,<i>Quercus</i> <i>velutina</i> Lam.,SPECIES,Fagaceae,4689.0,Quercus,2877951.0,Quercus velutina,8086561.0,99,EXACT,2,2,Quercus velutina,Quercus,Quercus,Quercus
Viola palustris,5331355,Viola palustris,<i>Viola</i> <i>palustris</i> L.,SPECIES,Violaceae,6631.0,Viola,2874237.0,Viola palustris,5331355.0,100,EXACT,2,2,Viola palustris,Viola,Viola,Viola
Persicaria capitata,2889304,Persicaria capitata,<i>Persicaria</i> <i>capitata</i> (Buch.-Ham. ex D.Don) H.Gross,SPECIES,Polygonaceae,2416.0,Persicaria,6390748.0,Persicaria capitata,2889304.0,100,EXACT,2,2,Persicaria capitata,Persicaria,Persicaria,Persicaria
Rubus ursinus macropetalus,2991752,Rubus ursinus macropetalus,<i>Rubus</i> <i>ursinus</i> subsp. <i>macropetalus</i> (Douglas ex Hook.) Taylor & Mac Bryde,SUBSPECIES,Rosaceae,5015.0,Rubus,2988638.0,Rubus macropetalus,2991753.0,84,EXACT,3,3,Rubus ursinus macropetalus,Rubus,Rubus,Rubus
Crataegus crus-galli,3013404,Crataegus crus-galli,<i>Crataegus</i> <i>crus-galli</i> L.,SPECIES,Rosaceae,5015.0,Crataegus,3013395.0,Crataegus crus-galli,3013404.0,99,EXACT,2,2,Crataegus crus-galli,Crataegus,Crataegus,Crataegus
Cirsium occidentale occidentale,6444227,Cirsium occidentale occidentale,<i>Cirsium</i> <i>occidentale</i> var. <i>occidentale</i>,VARIETY,Asteraceae,3065.0,Cirsium,3112554.0,Cirsium occidentale,3114557.0,85,EXACT,3,3,Cirsium occidentale occidentale,Cirsium,Cirsium,Cirsium
Stellaria crispa,5384652,Stellaria crispa,<i>Stellaria</i> <i>crispa</i> Cham. & Schltdl.,SPECIES,Caryophyllaceae,2518.0,Stellaria,3085667.0,Stellaria crispa,5384652.0,100,EXACT,2,2,Stellaria crispa,Stellaria,Stellaria,Stellaria
Vaccinium myrtillus,2882833,Vaccinium myrtillus,<i>Vaccinium</i> <i>myrtillus</i> L.,SPECIES,Ericaceae,2505.0,Vaccinium,2882813.0,Vaccinium myrtillus,2882833.0,99,EXACT,2,2,Vaccinium myrtillus,Vaccinium,Vaccinium,Vaccinium
Glechoma hederacea micrantha,2926558,Glechoma hederacea micrantha,<i>Glechoma</i> <i>hederacea</i> var. <i>micrantha</i> Moricand,VARIETY,Lamiaceae,2497.0,Glechoma,2926556.0,Glechoma hederacea,2926557.0,84,EXACT,3,3,Glechoma hederacea micrantha,Glechoma,Glechoma,Glechoma
Cirsium occidentale candidissimum,4220437,Cirsium occidentale candidissimum,<i>Cirsium</i> <i>occidentale</i> var. <i>candidissimum</i> (Greene) J.F.Macbr.,VARIETY,Asteraceae,3065.0,Cirsium,3112554.0,Cirsium occidentale,3114557.0,85,EXACT,3,3,Cirsium occidentale candidissimum,Cirsium,Cirsium,Cirsium
Crataegus coccinioides,3014860,Crataegus coccinioides,<i>Crataegus</i> <i>coccinioides</i> Ashe,SPECIES,Rosaceae,5015.0,Crataegus,3013395.0,Crataegus coccinioides,3014860.0,100,EXACT,2,2,Crataegus coccinioides,Crataegus,Crataegus,Crataegus
Cirsium tioganum,6063915,Cirsium tioganum,<i>Cirsium</i> <i>tioganum</i> (Congdon) Petr.,SPECIES,Asteraceae,3065.0,Cirsium,3112554.0,Cirsium tioganum,6063915.0,100,EXACT,2,2,Cirsium tioganum,Cirsium,Cirsium,Cirsium
Ribes oxyacanthoides cognatum,6442192,Ribes oxyacanthoides cognatum,<i>Ribes</i> <i>oxyacanthoides</i> subsp. <i>cognatum</i> (Greene) Q.P.Sinnott,SUBSPECIES,Grossulariaceae,2403.0,Ribes,2986095.0,Ribes oxyacanthoides,2986124.0,85,EXACT,3,3,Ribes oxyacanthoides cognatum,Ribes,Ribes,Ribes
Picea mariana,5284802,Picea mariana,<i>Picea</i> <i>mariana</i> (Mill.) Britton et al.,SPECIES,Pinaceae,3925.0,Picea,7606064.0,Picea mariana,5284802.0,99,EXACT,2,2,Picea mariana,Picea,Picea,Picea
Quercus hypoleucoides,2878550,Quercus hypoleucoides,<i>Quercus</i> <i>hypoleucoides</i> A.Camus,SPECIES,Fagaceae,4689.0,Quercus,2877951.0,Quercus hypoleucoides,2878550.0,100,EXACT,2,2,Quercus hypoleucoides,Quercus,Quercus,Quercus
Quercus × alvordiana,2878156,Quercus alvordiana,<i>Quercus</i> × <i>alvordiana</i> Eastw.,SPECIES,Fagaceae,4689.0,Quercus,2877951.0,Quercus alvordiana,2878156.0,99,EXACT,3,2,Quercus alvordiana,Quercus,Quercus,Quercus
Ribes amarum,7947023,Ribes amarum,<i>Ribes</i> <i>amarum</i> Mc Clatchie,SPECIES,Grossulariaceae,2403.0,Ribes,2986095.0,Ribes amarum,7947023.0,99,EXACT,2,2,Ribes amarum,Ribes,Ribes,Ribes
Muscari armeniacum,8152187,Muscari armeniacum,<i>Muscari</i> <i>armeniacum</i> H.J.Veitch,SPECIES,Asparagaceae,7683.0,Muscari,2772004.0,Muscari armeniacum,8152187.0,99,EXACT,2,2,Muscari armeniacum,Muscari,Muscari,Muscari
Pediomelum hypogaeum scaposum,8078311,Pediomelum hypogaeum scaposum,<i>Pediomelum</i> <i>hypogaeum</i> var. <i>scaposum</i> (A.Gray) Mahler,VARIETY,Fabaceae,5386.0,Pediomelum,2959963.0,Pediomelum hypogaeum,2944196.0,85,EXACT,3,3,Pediomelum hypogaeum scaposum,Pediomelum,Pediomelum,Pediomelum
Viburnum opulus opulus,7096614,Viburnum opulus opulus,<i>Viburnum</i> <i>opulus</i> var. <i>opulus</i>,VARIETY,Viburnaceae,4924416.0,Viburnum,2888580.0,Viburnum opulus,2888605.0,85,EXACT,3,3,Viburnum opulus opulus,Viburnum,Viburnum,Viburnum
Quercus pungens,2878187,Quercus pungens,<i>Quercus</i> <i>pungens</i> Liebm.,SPECIES,Fagaceae,4689.0,Quercus,2877951.0,Quercus pungens,2878187.0,99,EXACT,2,2,Quercus pungens,Quercus,Quercus,Quercus
