searchedName,usageKey,canonicalName,formattedName,rank,family,family_key,genus,genus_key,species,species_key,confidence,matchType,searched_sp,matched_sp,scientificName,first_of_searched,first_of_binomial,first_of_canonical
Carya cordiformis,3054299,Carya cordiformis,<i>Carya</i> <i>cordiformis</i> (Wangenh.) K.Koch,SPECIES,Juglandaceae,2499.0,Carya,3054287.0,Carya cordiformis,3054299.0,99,EXACT,2,2,Carya cordiformis,Carya,Carya,Carya
Carya ovata,3054296,Carya ovata,<i>Carya</i> <i>ovata</i> (Mill.) K.Koch,SPECIES,Juglandaceae,2499.0,Carya,3054287.0,Carya ovata,3054296.0,99,EXACT,2,2,Carya ovata,Carya,Carya,Carya
Carya tomentosa,3054304,Carya tomentosa,<i>Carya</i> <i>tomentosa</i> (Lam.) Nutt.,SPECIES,Juglandaceae,2499.0,Carya,3054287.0,Carya alba,3054302.0,100,EXACT,2,2,Carya tomentosa,Carya,Carya,Carya
Carya texana,3054314,Carya texana,<i>Carya</i> <i>texana</i> Buckley,SPECIES,Juglandaceae,2499.0,Carya,3054287.0,Carya texana,3054314.0,99,EXACT,2,2,Carya texana,Carya,Carya,Carya
Quercus nigra,2879328,Quercus nigra,<i>Quercus</i> <i>nigra</i> L.,SPECIES,Fagaceae,4689.0,Quercus,2877951.0,Quercus nigra,2879328.0,99,EXACT,2,2,Quercus nigra,Quercus,Quercus,Quercus
Quercus imbricaria,2881106,Quercus imbricaria,<i>Quercus</i> <i>imbricaria</i> Michx.,SPECIES,Fagaceae,4689.0,Quercus,2877951.0,Quercus imbricaria,2881106.0,99,EXACT,2,2,Quercus imbricaria,Quercus,Quercus,Quercus
Persea borbonia,3034048,Persea borbonia,<i>Persea</i> <i>borbonia</i> (L.) Spreng.,SPECIES,Lauraceae,6688.0,Persea,3034041.0,Persea borbonia,3034048.0,99,EXACT,2,2,Persea borbonia,Persea,Persea,Persea
Persea palustris,3034052,Persea palustris,<i>Persea</i> <i>palustris</i> (Raf.) Sarg.,SPECIES,Lauraceae,6688.0,Persea,3034041.0,Persea palustris,3034052.0,100,EXACT,2,2,Persea palustris,Persea,Persea,Persea
Crataegus aestivalis,3013483,Crataegus aestivalis,<i>Crataegus</i> <i>aestivalis</i> (Walter) Torr. & A.Gray,SPECIES,Rosaceae,5015.0,Crataegus,3013395.0,Crataegus aestivalis,3013483.0,99,EXACT,2,2,Crataegus aestivalis,Crataegus,Crataegus,Crataegus
Prunus pumilia,3020593,Prunus pumilio,<i>Prunus</i> <i>pumilio</i> Batsch,SPECIES,Rosaceae,5015.0,Prunus,3020559.0,Prunus glandulosa,3022160.0,97,VARIANT,2,2,Prunus pumilio,Prunus,Prunus,Prunus
Prunus susquehanae,3853672,Prunus susquehanae,<i>Prunus</i> <i>susquehanae</i> Willd.,SPECIES,Rosaceae,5015.0,Prunus,3020559.0,Prunus susquehanae,3853672.0,100,EXACT,2,2,Prunus susquehanae,Prunus,Prunus,Prunus
Ceanothus,3039297,Ceanothus,<i>Ceanothus</i> L.,GENUS,Rhamnaceae,2407.0,Ceanothus,3039297.0,,,80,HIGHERRANK,1,1,Ceanothus,Ceanothus,Ceanothus,Ceanothus
Ceanothus americanus,3039318,Ceanothus americanus,<i>Ceanothus</i> <i>americanus</i> L.,SPECIES,Rhamnaceae,2407.0,Ceanothus,3039297.0,Ceanothus americanus,3039318.0,99,EXACT,2,2,Ceanothus americanus,Ceanothus,Ceanothus,Ceanothus
Ceanothus herbaceus,3039322,Ceanothus herbaceus,<i>Ceanothus</i> <i>herbaceus</i> Raf.,SPECIES,Rhamnaceae,2407.0,Ceanothus,3039297.0,Ceanothus herbaceus,3039322.0,100,EXACT,2,2,Ceanothus herbaceus,Ceanothus,Ceanothus,Ceanothus
Allium tricoccum,2856301,Allium tricoccum,<i>Allium</i> <i>tricoccum</i> Aiton,SPECIES,Amaryllidaceae,7682.0,Allium,9624496.0,Allium tricoccum,2856301.0,99,EXACT,2,2,Allium tricoccum,Allium,Allium,Allium
Allium burdickii,2857170,Allium burdickii,<i>Allium</i> <i>burdickii</i> (Hanes) A.G.Jones,SPECIES,Amaryllidaceae,7682.0,Allium,9624496.0,Allium tricoccum,2856301.0,100,EXACT,2,2,Allium burdickii,Allium,Allium,Allium
Lathyrus palustris,5356412,Lathyrus palustris,<i>Lathyrus</i> <i>palustris</i> L.,SPECIES,Fabaceae,5386.0,Lathyrus,10356062.0,Lathyrus palustris,5356412.0,99,EXACT,2,2,Lathyrus palustris,Lathyrus,Lathyrus,Lathyrus
Lathyrus venosus,5356511,Lathyrus venosus,<i>Lathyrus</i> <i>venosus</i> Muhl. ex Willd.,SPECIES,Fabaceae,5386.0,Lathyrus,10356062.0,Lathyrus venosus,5356511.0,99,EXACT,2,2,Lathyrus venosus,Lathyrus,Lathyrus,Lathyrus
